Parent Part,Child Part,Qty Per,,,,,
S44754,K39580,0,Ea.,,,,
S46822,K39580,0,Ea.,,,,
S26496,K39580,0,Ea.,,,,
S47899,K39580,0,Ea.,,,,
S76940,K39580,0,Ea.,,,,
S52166,K39580,0,Ea.,,,,
S39496,K39580,0,Ea.,,,,
S68537,K39580,0,Ea.,,,,
S43763,K39580,0,Ea.,,,,
S73252,K39580,0,Ea.,,,,
S92690,K39580,0,Ea.,,,,
S88423,K39580,0,Ea.,,,,
S13482,K39580,0,Ea.,,,,
S74797,K39580,0,Ea.,,,,
S79063,K39580,0,Ea.,,,,
S77145,K39580,0,Ea.,,,,
S68742,K39580,0,Ea.,,,,
12317-01,K39586,16,Ea.,,,,
15169-01,K39586,16,Ea.,,,,
12128-01,K39586,16,Ea.,,,,
15422-01,K39586,16,Ea.,,,,
18754-01,K39586,16,Ea.,,,,
18887-01,K39586,16,Ea.,,,,
12462-01,K39586,16,Ea.,,,,
15395-01,K39586,16,Ea.,,,,
13138-01,K39586,16,Ea.,,,,
18727-01,K39586,16,Ea.,,,,
18088-01,K39586,16,Ea.,,,,
18860-01,K39586,16,Ea.,,,,
19354-01,K39586,16,Ea.,,,,
19381-01,K39586,16,Ea.,,,,
17119-01,K39586,16,Ea.,,,,
13445-01,K39586,16,Ea.,,,,
12595-01,K39586,16,Ea.,,,,
12568-01,K39586,16,Ea.,,,,
12317-01,K39587,16,Ea.,,,,
15169-01,K39587,16,Ea.,,,,
12128-01,K39587,16,Ea.,,,,
15422-01,K39587,16,Ea.,,,,
18754-01,K39587,16,Ea.,,,,
18887-01,K39587,16,Ea.,,,,
12462-01,K39587,16,Ea.,,,,
15395-01,K39587,16,Ea.,,,,
13138-01,K39587,16,Ea.,,,,
18727-01,K39587,16,Ea.,,,,
18088-01,K39587,16,Ea.,,,,
18860-01,K39587,16,Ea.,,,,
19354-01,K39587,16,Ea.,,,,
19381-01,K39587,16,Ea.,,,,
17119-01,K39587,16,Ea.,,,,
13445-01,K39587,16,Ea.,,,,
12595-01,K39587,16,Ea.,,,,
12568-01,K39587,16,Ea.,,,,
S46822,K39588,8,Ea.,,,,
S73252,K39588,8,Ea.,,,,
S77760,K39588,8,Ea.,,,,
S13482,K39588,8,Ea.,,,,
S89339,K39588,8,Ea.,,,,
S16626,K39589,8,Ea.,,,,
S44754,K39589,8,Ea.,,,,
S46822,K39589,14,Ea.,,,,
S26496,K39589,8,Ea.,,,,
S47899,K39589,8,Ea.,,,,
S76940,K39589,8,Ea.,,,,
S52166,K39589,8,Ea.,,,,
S39496,K39589,8,Ea.,,,,
S68537,K39589,8,Ea.,,,,
S43763,K39589,8,Ea.,,,,
S73252,K39589,14,Ea.,,,,
S92690,K39589,8,Ea.,,,,
S88423,K39589,8,Ea.,,,,
S13482,K39589,4,Ea.,,,,
S74797,K39589,8,Ea.,,,,
S79063,K39589,8,Ea.,,,,
S77145,K39589,8,Ea.,,,,
S68742,K39589,8,Ea.,,,,
S46822,K39633,8,Ea.,,,,
S73252,K39633,8,Ea.,,,,
S77760,K39633,8,Ea.,,,,
S13482,K39633,8,Ea.,,,,
S89339,K39633,8,Ea.,,,,
12317-01,K39634,34,Ea.,,,,
15169-01,K39634,34,Ea.,,,,
12128-01,K39634,24,Ea.,,,,
15422-01,K39634,24,Ea.,,,,
18754-01,K39634,24,Ea.,,,,
18887-01,K39634,24,Ea.,,,,
12462-01,K39634,24,Ea.,,,,
15395-01,K39634,24,Ea.,,,,
13138-01,K39634,24,Ea.,,,,
18727-01,K39634,24,Ea.,,,,
18088-01,K39634,24,Ea.,,,,
18860-01,K39634,24,Ea.,,,,
19354-01,K39634,34,Ea.,,,,
19381-01,K39634,34,Ea.,,,,
17119-01,K39634,24,Ea.,,,,
13445-01,K39634,24,Ea.,,,,
12595-01,K39634,34,Ea.,,,,
12568-01,K39634,34,Ea.,,,,
22314-01,K39635,3,Ea.,,,,
23658-01,K39635,2,Ea.,,,,
22314-01,K39636,3,Ea.,,,,
23658-01,K39636,2,Ea.,,,,
22314-01,K39637,7,Ea.,,,,
23658-01,K39637,3,Ea.,,,,
61025-01,K39637,16,Ea.,,,,
61655-01,K39637,18,Ea.,,,,
61398-01,K39637,15,Ea.,,,,
61502-01,K39637,30,Ea.,,,,
61045-01,K39637,15,Ea.,,,,
60702-01,K39637,30,Ea.,,,,
60524-01,K39637,24,Ea.,,,,
60647-01,K39637,24,Ea.,,,,
60579-01,K39637,24,Ea.,,,,
60068-01,K39637,15,Ea.,,,,
60539-01,K39637,32,Ea.,,,,
60348-01,K39637,34,Ea.,,,,
60484-01,K39637,34,Ea.,,,,
60293-01,K39637,32,Ea.,,,,
60361-01,K39637,34,Ea.,,,,
60225-01,K39637,36,Ea.,,,,
62088-01,K39637,32,Ea.,,,,
63100-01,K39637,32,Ea.,,,,
60742-01,K39637,17,Ea.,,,,
60690-01,K39637,9,Ea.,,,,
60557-01,K39637,27,Ea.,,,,
60505-01,K39637,9,Ea.,,,,
12317-01,K79364,1,Ea.,,,,
15169-01,K79364,1,Ea.,,,,
12128-01,K79364,1,Ea.,,,,
15422-01,K79364,1,Ea.,,,,
18754-01,K79364,1,Ea.,,,,
18887-01,K79364,1,Ea.,,,,
12462-01,K79364,1,Ea.,,,,
15395-01,K79364,1,Ea.,,,,
13138-01,K79364,1,Ea.,,,,
18727-01,K79364,1,Ea.,,,,
18088-01,K79364,1,Ea.,,,,
18860-01,K79364,1,Ea.,,,,
19354-01,K79364,1,Ea.,,,,
19381-01,K79364,1,Ea.,,,,
17119-01,K79364,1,Ea.,,,,
13445-01,K79364,1,Ea.,,,,
12595-01,K79364,1,Ea.,,,,
12568-01,K79364,1,Ea.,,,,
51092-01,K39528,16,Ea.,,,,
51380-01,K39528,18,Ea.,,,,
51270-01,K39528,15,Ea.,,,,
51348-01,K39528,30,Ea.,,,,
51023-01,K39528,15,Ea.,,,,
50319-01,K39528,30,Ea.,,,,
50899-01,K39528,24,Ea.,,,,
50655-01,K39528,24,Ea.,,,,
50239-01,K39528,24,Ea.,,,,
50791-01,K39528,15,Ea.,,,,
50535-01,K39528,32,Ea.,,,,
50363-01,K39528,34,Ea.,,,,
50088-01,K39528,34,Ea.,,,,
50916-01,K39528,32,Ea.,,,,
50621-01,K39528,34,Ea.,,,,
50607-01,K39528,36,Ea.,,,,
52812-01,K39528,32,Ea.,,,,
53582-01,K39528,32,Ea.,,,,
50023-01,K39528,17,Ea.,,,,
50615-01,K39528,9,Ea.,,,,
50503-01,K39528,27,Ea.,,,,
50989-01,K39528,9,Ea.,,,,
43488-01,K25954,1,Ea.,,,,
44850-01,K25954,1,Ea.,,,,
43326-01,K25954,1,Ea.,,,,
44688-01,K25954,1,Ea.,,,,
12317-01,K39475,4,Ea.,,,,
15169-01,K39475,4,Ea.,,,,
12128-01,K39475,4,Ea.,,,,
15422-01,K39475,4,Ea.,,,,
18754-01,K39475,4,Ea.,,,,
18887-01,K39475,4,Ea.,,,,
12462-01,K39475,4,Ea.,,,,
15395-01,K39475,4,Ea.,,,,
13138-01,K39475,4,Ea.,,,,
18727-01,K39475,4,Ea.,,,,
18088-01,K39475,4,Ea.,,,,
18860-01,K39475,4,Ea.,,,,
19354-01,K39475,4,Ea.,,,,
19381-01,K39475,4,Ea.,,,,
17119-01,K39475,4,Ea.,,,,
13445-01,K39475,4,Ea.,,,,
12595-01,K39475,4,Ea.,,,,
12568-01,K39475,4,Ea.,,,,
43488-01,K79312,2,Ea.,,,,
44850-01,K79312,2,Ea.,,,,
43326-01,K79312,2,Ea.,,,,
44688-01,K79312,2,Ea.,,,,
61045-01,K39482,7,Ea.,,,,
61045-01,K39483,7,Ea.,,,,
61045-01,K39527,7,Ea.,,,,
61045-01,K39638,7,Ea.,,,,
05406-01,K80914,1,Ea.,,,,
05608-01,K80914,1,Ea.,,,,
08261-01,K80915,1,Ea.,,,,
08938-01,K80915,1,Ea.,,,,
08201-01,K80916,1,Ea.,,,,
08074-01,K80916,1,Ea.,,,,
05600-01,K80917,1,Ea.,,,,
05841-01,K80917,1,Ea.,,,,
05406-01,K80917,1,Ea.,,,,
05947-01,K80917,1,Ea.,,,,
05608-01,K80917,1,Ea.,,,,
03971-01,K80918,1,Ea.,,,,
03187-01,K80919,1,Ea.,,,,
22314-01,B98493,1,Ea.,,,,
22314-01,B16521,1,Ea.,,,,
23658-01,B98732,1,Ea.,,,,
